EMPID,STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,PAY_SCALE_GROUP,GENDER,ETHNIC_ORIGIN,ACTION_REASON,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EMPLOYEE_PAY_BASIS,MANAGER_ID,ACTION_TYPE
2535,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,H,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S597,Voluntary Separation
2542,Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee PT,21,Generation Y,Group C,Male,W,Resigned - Career Prospects,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S1170,Voluntary Separation
2549,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Group C,Male,W,,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S1894,
2556,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Hourly,S3144,Voluntary Separation
2563,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,22,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S1592,
2570,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2532,
2577,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2276,
2584,Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Developing/Meets Some,Not assigned,Bi-Weekly,Hourly,S1943,Voluntary Separation
2591,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2220,
2598,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2981,
2605,Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3431,
2612,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Too New,Not assigned,Bi-Weekly,Daily,S648,
2619,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2713,
2626,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2515,
2633,Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee PT,22,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1805,Voluntary Separation
2640,Terminated,Customer Service Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,Resign in lieu of termination,No Rating,No Rating,Bi-Weekly,Hourly,S2948,Voluntary Separation
2647,Terminated,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,22,Generation Y,Not Assigned,Female,H,Resigned - Personal Reasons,No Rating,No Rating,Weekly,Hourly,S3727,Voluntary Separation
2654,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3774,
2661,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S44,
2668,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Not Assigned,Female,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2614,
2675,Terminated,Labor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Hourly,S1599,Voluntary Separation
2682,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,W,,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S2562,
2689,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2378,
2696,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Seller,Male,B,,No Rating,No Rating,Weekly,Hourly,S3647,
2703,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2884,
2710,Active,Staff Associate,Sales-West,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Group C,Male,U,,No Rating,No Rating,Bi-Weekly,Hourly,S2852,
2717,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S501,Voluntary Separation
2724,Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Group C,Male,X,Resigned - Personal Reasons,Does Not Meet,Not assigned,Bi-Weekly,Hourly,S2038,Voluntary Separation
2731,Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2424,Voluntary Separation
2738,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2603,
2745,Terminated,Laborer,Operations-East,Operations,Product,Union,Regular Employee PT,22,Generation Y,Not Assigned,Male,B,Resigned - Job Abandonment,No Rating,No Rating,Bi-Weekly,Hourly,S1220,Voluntary Separation
2752,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S1550,
2759,Active,Forklift Driver,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S1926,
2766,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Too New,Not assigned,Bi-Weekly,Daily,S595,
2773,Active,Clerk,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S3016,
2780,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,22,Generation Y,Group C,Female,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Hourly,S455,Voluntary Separation
2787,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S2506,
2794,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S2487,
2801,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Developing/Meets Some,Not assigned,Weekly,Hourly,S3780,
2808,Active,Analyst,Operations-West,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2504,
2815,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,Resigned - Pay/Benefits,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2151,Voluntary Separation
2822,Terminated,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,H,Resigned - Personal Reasons,Too New,Not assigned,Weekly,Hourly,S3601,Voluntary Separation
2829,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2151,
2836,Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,Resigned - Pay/Benefits,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S3151,Voluntary Separation
2843,Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,A,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2515,Voluntary Separation
2850,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S542,
2857,Active,Forklift Driver,Operations-East,Operations,Product,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1560,
2864,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Hourly,S498,Voluntary Separation
2871,Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,H,Resigned - Job Abandonment,No Rating,No Rating,Bi-Weekly,Hourly,S1479,Voluntary Separation
2878,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Not Assigned,Female,B,,No Rating,No Rating,Bi-Weekly,Hourly,S2639,
2885,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S989,
2892,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2152,
2899,Terminated,Dispatcher,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,22,Generation Y,Group C,Female,W,Resigned - Personal Reasons,No Rating,No Rating,Bi-Weekly,Hourly,S2481,Voluntary Separation
2906,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2854,
2913,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3736,
9178,Active,Driver,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,33,Generation X,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Daily,S25,
2920,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Hourly,S2827,Voluntary Separation
2927,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,,Exceeds,Not assigned,Bi-Weekly,Hourly,S2881,
2934,Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2596,
2941,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,W,,Too New,Not assigned,Bi-Weekly,Hourly,S287,
2948,Active,Mechanic,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1051,
2955,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S2154,
2962,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,No Rating,No Rating,Weekly,Hourly,S3534,
2969,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2516,
2976,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3655,
2983,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S445,
2990,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Not Assigned,Female,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2709,
2997,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2652,
3004,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Female,W,,Too New,Not assigned,Bi-Weekly,Hourly,S1168,
3011,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S664,
3018,Terminated,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,22,Generation Y,Group C,Male,W,Resigned - Career Prospects,Meets & Exceeds,Not assigned,Bi-Weekly,Hourly,S1380,Voluntary Separation
3025,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,,Too New,Not assigned,Bi-Weekly,Hourly,S2674,
3032,Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee PT,24,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,Weekly,Hourly,S3741,
3039,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2905,
3046,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S533,
3053,Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,24,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Weekly,Hourly,S3745,
3060,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,B,Resigned - Job Abandonment,No Rating,No Rating,Bi-Weekly,Hourly,S495,Voluntary Separation
3067,Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,24,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2285,
3074,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3790,
3081,Terminated,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,22,Generation Y,Group C,Female,H,Resigned - Career Prospects,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S735,Voluntary Separation
3088,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,24,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Weekly,Hourly,S3718,
3095,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee PT,24,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S1366,
3102,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S2346,
3109,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,H,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Hourly,S3099,Voluntary Separation
3116,Terminated,Merchandiser,Operations-East,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,Resigned - Job Abandonment,No Rating,No Rating,Bi-Weekly,Hourly,S384,Voluntary Separation
3123,Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,W,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1448,
3130,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,24,Generation Y,Not Assigned,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S1323,
3137,Active,Clerk,Operations-East,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,A,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1712,
3144,Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,24,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S1417,
3151,Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S3036,
3158,Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S2589,
3165,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,23,Generation Y,Group C,Male,W,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Hourly,S372,Voluntary Separation
3172,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S664,
3179,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,W,Resigned - Personal Reasons,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S589,Voluntary Separation
3186,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,H,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3434,
3193,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,24,Generation Y,Not Assigned,Male,W,,No Rating,No Rating,Bi-Weekly,Hourly,S3258,
3200,Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,P,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Hourly,S1098,
3207,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,B,,Developing/Meets Some,Not assigned,Weekly,Hourly,S3717,
3214,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee PT,24,Generation Y,Group C,Male,B,,No Rating,No Rating,Bi-Weekly,Hourly,S2535,
3221,Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Weekly,Hourly,S3882,
3228,Active,Merchandiser,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,W,,No Rating,No Rating,Weekly,Hourly,S3665,
3235,Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,B,,Successfully Meets Expectations,Not assigned,Bi-Weekly,Daily,S623,
3242,Terminated,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,Resigned - Career Prospects,Successfully Meets Expectations,Emerging Talent,Bi-Weekly,Daily,S495,Voluntary Separation
3249,Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,H,,No Rating,No Rating,Bi-Weekly,Hourly,S1943,
3256,Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,W,,No Rating,No Rating,Bi-Weekly,Daily,S525,
3263,Active,Laborer,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,24,Generation Y,Group C,Male,B,,Developing/Meets Some,Not assigned,Weekly,Hourly,S3977,
3270,Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,24,Generation Y,Not Assigned,Male,B,,No Rating,No Rating,Weekly,Hourly,S3718,
3277,Terminated,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,Resigned - Career Prospects,No Rating,No Rating,Bi-Weekly,Hourly,S2863,Voluntary Separation
3284,Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Group C,Male,B,Resigned - Pay/Benefits,Does Not Meet,Not assigned,Bi-Weekly,Hourly,S2738,Voluntary Separation
